customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,EstimatedAnnualRevenue,TenureGroup,ChargeLevel,CustomerValue
4139-DETXS,FEMALE,0,YES,YES,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),64.45,4528,NO,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,YES,YES,773.4,LOYAL,MEDIUM,STANDARD
4139-JPIAM,MALE,0,NO,NO,51,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),44.45,2181.55,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,YES,533.4,LOYAL,MEDIUM,STANDARD
4139-SUGLD,MALE,0,YES,YES,31,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),35.4,1077.5,YES,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,NO,424.8,ESTABLISHED,LOW,STANDARD
4140-MUHUG,FEMALE,1,NO,NO,3,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.85,220.95,YES,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,1042.2,NEW CUSTOMER,HIGH,STANDARD
4140-WJAWW,FEMALE,0,NO,NO,5,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),19.85,108.05,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,238.2,NEW CUSTOMER,LOW,STANDARD
4143-HHPMK,MALE,0,NO,NO,52,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.35,4338.6,YES,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,YES,1024.2,LOYAL,HIGH,HIGH VALUE
4143-OOBWZ,MALE,0,YES,NO,5,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.3,416.3,YES,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,975.6,NEW CUSTOMER,HIGH,STANDARD
4145-UQXUQ,FEMALE,1,NO,NO,8,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,92.1,729.95,YES,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1105.2,NEW CUSTOMER,HIGH,STANDARD
4146-SVFUD,MALE,0,NO,NO,1,MONTH-TO-MONTH,NO,MAILED CHECK,44.6,44.6,NO,YES,NO,DSL,NO,NO,NO,NO,NO,NO,535.2,NEW CUSTOMER,MEDIUM,STANDARD
4154-AQUGT,MALE,1,YES,NO,13,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),89.05,1169.35,YES,YES,NO,FIBER OPTIC,NO,YES,NO,YES,NO,YES,1068.6,DEVELOPING,HIGH,STANDARD
4159-NAAIX,FEMALE,0,NO,NO,63,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),97.45,6253,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1169.4,LOYAL,HIGH,HIGH VALUE
4160-AMJTL,FEMALE,1,NO,NO,8,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,19.65,164.3,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,235.8,NEW CUSTOMER,LOW,STANDARD
4163-HFTUK,MALE,0,NO,NO,51,ONE YEAR,NO,ELECTRONIC CHECK,19.1,1007.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,229.2,LOYAL,LOW,STANDARD
4163-KIUHY,MALE,0,NO,NO,35,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,25.6,901.25,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,307.2,ESTABLISHED,LOW,STANDARD
4163-NCJAK,FEMALE,0,YES,NO,46,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),24.45,1066.15,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,293.4,ESTABLISHED,LOW,STANDARD
4174-LPGTI,FEMALE,0,YES,YES,41,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),66.5,2728.6,YES,YES,NO,DSL,NO,YES,NO,YES,NO,YES,798,ESTABLISHED,MEDIUM,STANDARD
4176-FXYBO,MALE,0,YES,NO,54,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,109.55,6118.95,NO,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,1314.6,LOYAL,HIGH,HIGH VALUE
4176-RELJR,MALE,1,NO,NO,67,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),25.1,1672.15,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,301.2,LOYAL,LOW,STANDARD
4177-JPDFU,MALE,0,NO,NO,12,MONTH-TO-MONTH,NO,MAILED CHECK,34,442.45,NO,NO,NO PHONE SERVICE,DSL,NO,YES,NO,YES,NO,NO,408,NEW CUSTOMER,LOW,STANDARD
4178-EGMON,MALE,0,YES,NO,70,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),88,5986.45,NO,YES,YES,FIBER OPTIC,YES,YES,NO,YES,NO,NO,1056,LOYAL,HIGH,HIGH VALUE
4182-BGSIQ,FEMALE,0,YES,YES,10,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),19.8,196.75,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,237.6,NEW CUSTOMER,LOW,STANDARD
4183-MYFRB,FEMALE,0,NO,NO,21,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.05,1862.9,NO,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,YES,1080.6,DEVELOPING,HIGH,STANDARD
4183-WCSEP,MALE,0,NO,NO,31,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.45,2435.15,YES,YES,NO,FIBER OPTIC,NO,YES,NO,YES,NO,NO,941.4,ESTABLISHED,MEDIUM,STANDARD
4184-TJFAN,FEMALE,1,YES,YES,3,MONTH-TO-MONTH,YES,MAILED CHECK,88.3,273.75,YES,YES,NO,FIBER OPTIC,YES,NO,NO,YES,YES,NO,1059.6,NEW CUSTOMER,HIGH,STANDARD
4184-VODJZ,MALE,0,YES,YES,63,ONE YEAR,YES,ELECTRONIC CHECK,91.35,5764.7,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,YES,1096.2,LOYAL,HIGH,HIGH VALUE
4186-ZBUEW,FEMALE,0,NO,NO,36,ONE YEAR,YES,MAILED CHECK,70.7,2511.95,NO,YES,YES,DSL,NO,YES,NO,YES,NO,YES,848.4,ESTABLISHED,MEDIUM,STANDARD
4187-CINZD,FEMALE,1,NO,NO,46,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),95.25,4424.2,YES,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1143,ESTABLISHED,HIGH,HIGH VALUE
4188-FRABG,MALE,0,YES,NO,57,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,103.05,5925.75,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,NO,1236.6,LOYAL,HIGH,HIGH VALUE
4188-PCPIG,FEMALE,0,YES,NO,57,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),70.35,4124.65,NO,YES,NO,DSL,YES,YES,NO,YES,YES,NO,844.2,LOYAL,MEDIUM,STANDARD
4189-NAKJS,MALE,0,NO,NO,26,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),51.55,1295.4,NO,YES,YES,DSL,NO,NO,NO,NO,NO,NO,618.6,ESTABLISHED,MEDIUM,STANDARD
4190-MFLUW,FEMALE,0,YES,YES,10,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),55.2,528.35,YES,YES,NO,DSL,NO,NO,YES,YES,NO,NO,662.4,NEW CUSTOMER,MEDIUM,STANDARD
4191-XOVOM,MALE,0,NO,NO,63,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,105.4,6713.2,NO,YES,YES,FIBER OPTIC,NO,YES,NO,YES,YES,YES,1264.8,LOYAL,HIGH,HIGH VALUE
4192-GORJT,MALE,0,YES,NO,5,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.45,498.1,YES,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1133.4,NEW CUSTOMER,HIGH,STANDARD
4193-IBKSW,MALE,0,YES,YES,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),24.75,1769.6,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,297,LOYAL,LOW,STANDARD
4193-ORFCL,FEMALE,1,NO,NO,1,MONTH-TO-MONTH,NO,MAILED CHECK,45.1,45.1,YES,YES,NO,DSL,NO,NO,NO,NO,NO,NO,541.2,NEW CUSTOMER,MEDIUM,STANDARD
4194-FJARJ,FEMALE,0,YES,YES,54,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),60,3273.95,NO,YES,YES,DSL,YES,NO,NO,YES,NO,NO,720,LOYAL,MEDIUM,STANDARD
4194-WHFCB,FEMALE,0,YES,YES,59,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),96.65,5580.8,NO,YES,YES,FIBER OPTIC,NO,YES,NO,YES,NO,YES,1159.8,LOYAL,HIGH,HIGH VALUE
4195-NZGTA,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,25.25,25.25,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,303,NEW CUSTOMER,LOW,STANDARD
4195-PNGZS,MALE,0,YES,YES,69,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),24.45,1718.2,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,293.4,LOYAL,LOW,STANDARD
4195-SMMNX,MALE,0,NO,NO,2,MONTH-TO-MONTH,NO,MAILED CHECK,20.35,33.2,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,244.2,NEW CUSTOMER,LOW,STANDARD
4198-VFOEA,FEMALE,0,NO,NO,12,ONE YEAR,YES,MAILED CHECK,33.6,435.45,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,NO,403.2,NEW CUSTOMER,LOW,STANDARD
4199-QHJNM,MALE,1,YES,NO,67,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),102.9,6989.7,NO,YES,YES,FIBER OPTIC,NO,YES,NO,YES,YES,YES,1234.8,LOYAL,HIGH,HIGH VALUE
4201-JMNGR,FEMALE,1,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,55.8,55.8,YES,YES,NO,DSL,YES,NO,YES,NO,NO,NO,669.6,NEW CUSTOMER,MEDIUM,STANDARD
4203-QGNZA,FEMALE,0,NO,YES,28,MONTH-TO-MONTH,NO,MAILED CHECK,20.25,535.35,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,243,ESTABLISHED,LOW,STANDARD
4208-UFFGW,MALE,1,NO,NO,2,MONTH-TO-MONTH,NO,MAILED CHECK,44.95,85.15,YES,YES,NO,DSL,NO,NO,NO,NO,NO,NO,539.4,NEW CUSTOMER,MEDIUM,STANDARD
4210-QFJMF,FEMALE,0,NO,NO,4,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.15,317.25,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,949.8,NEW CUSTOMER,MEDIUM,STANDARD
4211-MMAZN,MALE,0,NO,NO,1,MONTH-TO-MONTH,NO,MAILED CHECK,20.25,20.25,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,243,NEW CUSTOMER,LOW,STANDARD
4213-HKBJO,FEMALE,0,NO,NO,33,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),25.7,826.1,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,308.4,ESTABLISHED,LOW,STANDARD
4220-TINQT,FEMALE,0,YES,NO,61,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,106.35,6751.35,NO,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,1276.2,LOYAL,HIGH,HIGH VALUE
4223-BKEOR,FEMALE,0,NO,YES,21,ONE YEAR,NO,MAILED CHECK,64.85,1336.8,NO,YES,NO,DSL,YES,NO,YES,NO,NO,YES,778.2,DEVELOPING,MEDIUM,STANDARD
4223-WOZCM,MALE,1,NO,NO,2,MONTH-TO-MONTH,NO,MAILED CHECK,49.95,107.1,NO,YES,NO,DSL,NO,NO,YES,NO,NO,NO,599.4,NEW CUSTOMER,MEDIUM,STANDARD
4226-KKDON,MALE,0,NO,NO,8,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,66.65,520.95,NO,YES,NO,DSL,NO,YES,NO,YES,YES,NO,799.8,NEW CUSTOMER,MEDIUM,STANDARD
4227-OJHAL,FEMALE,0,YES,YES,68,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),73,5163,NO,YES,YES,DSL,YES,YES,YES,NO,YES,NO,876,LOYAL,MEDIUM,STANDARD
4228-ZGYUW,MALE,0,NO,NO,4,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.05,368.1,YES,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,YES,1080.6,NEW CUSTOMER,HIGH,STANDARD
4229-CZMLL,MALE,0,NO,NO,6,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.9,469.8,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,898.8,NEW CUSTOMER,MEDIUM,STANDARD
4231-LZUYM,FEMALE,0,YES,NO,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),25.65,1887,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,307.8,LOYAL,LOW,STANDARD
4232-JGKIY,MALE,0,NO,NO,1,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,19.2,19.2,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,230.4,NEW CUSTOMER,LOW,STANDARD
4234-XTNEA,MALE,0,NO,NO,2,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.95,174.45,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,959.4,NEW CUSTOMER,MEDIUM,STANDARD
4236-UJPWO,FEMALE,0,NO,NO,2,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,24.5,46.4,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,294,NEW CUSTOMER,LOW,STANDARD
4236-XPXAV,FEMALE,0,YES,YES,5,MONTH-TO-MONTH,YES,MAILED CHECK,99.15,465.05,YES,YES,NO,FIBER OPTIC,NO,YES,NO,YES,YES,YES,1189.8,NEW CUSTOMER,HIGH,STANDARD
4237-CLSMM,MALE,0,YES,NO,2,MONTH-TO-MONTH,NO,MAILED CHECK,20,38,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,240,NEW CUSTOMER,LOW,STANDARD
4237-RLAQD,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,45.85,45.85,YES,YES,NO,DSL,NO,NO,NO,NO,NO,NO,550.2,NEW CUSTOMER,MEDIUM,STANDARD
4238-HFHSN,MALE,1,YES,NO,61,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,82.15,4904.85,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,985.8,LOYAL,HIGH,HIGH VALUE
4238-JSSWH,FEMALE,1,YES,NO,35,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),102.05,3452.55,NO,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1224.6,ESTABLISHED,HIGH,HIGH VALUE
4248-HCETZ,MALE,1,YES,NO,30,MONTH-TO-MONTH,YES,MAILED CHECK,79.65,2365.15,YES,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,955.8,ESTABLISHED,MEDIUM,STANDARD
4248-QPAVC,FEMALE,1,YES,NO,17,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),85.35,1463.45,YES,YES,YES,FIBER OPTIC,YES,NO,YES,NO,NO,NO,1024.2,DEVELOPING,HIGH,STANDARD
4250-FDVOU,FEMALE,0,NO,NO,6,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,56.25,389.1,YES,YES,NO,DSL,YES,YES,NO,NO,NO,NO,675,NEW CUSTOMER,MEDIUM,STANDARD
4250-WAROZ,MALE,1,YES,YES,60,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,93.25,5774.55,NO,YES,YES,FIBER OPTIC,YES,YES,NO,NO,NO,YES,1119,LOYAL,HIGH,HIGH VALUE
4250-ZBWLV,MALE,0,NO,NO,68,ONE YEAR,NO,ELECTRONIC CHECK,108.45,7176.55,YES,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,1301.4,LOYAL,HIGH,HIGH VALUE
4254-QPEDE,FEMALE,0,YES,NO,52,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),66.25,3330.1,NO,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,YES,YES,795,LOYAL,MEDIUM,STANDARD
4255-DDUOU,FEMALE,0,YES,YES,1,MONTH-TO-MONTH,YES,MAILED CHECK,20.5,20.5,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,246,NEW CUSTOMER,LOW,STANDARD
4256-ZWTZI,FEMALE,0,NO,YES,5,MONTH-TO-MONTH,YES,MAILED CHECK,51,286.8,NO,YES,NO,DSL,NO,NO,NO,YES,NO,NO,612,NEW CUSTOMER,MEDIUM,STANDARD
4257-GAESD,FEMALE,0,NO,NO,6,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),45,298.7,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,YES,YES,540,NEW CUSTOMER,MEDIUM,STANDARD
4273-MBHYA,FEMALE,0,NO,YES,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.35,89.35,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1072.2,NEW CUSTOMER,HIGH,STANDARD
4274-DRSQT,FEMALE,0,NO,NO,66,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),88.9,6000.1,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,1066.8,LOYAL,HIGH,HIGH VALUE
4274-OWWYO,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.35,74.35,YES,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,892.2,NEW CUSTOMER,MEDIUM,STANDARD
4277-BWBML,MALE,0,YES,YES,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.95,1322.85,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,239.4,LOYAL,LOW,STANDARD
4277-PVRAN,FEMALE,0,NO,NO,8,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),80.1,679.3,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,961.2,NEW CUSTOMER,HIGH,STANDARD
4277-UDIEF,MALE,0,YES,YES,24,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),81,1923.85,NO,YES,YES,DSL,YES,NO,NO,YES,YES,YES,972,DEVELOPING,HIGH,HIGH VALUE
4280-DLSHD,MALE,0,YES,NO,8,MONTH-TO-MONTH,YES,MAILED CHECK,54.75,445.85,NO,YES,NO,DSL,NO,YES,YES,NO,NO,NO,657,NEW CUSTOMER,MEDIUM,STANDARD
4282-ACRXS,MALE,1,YES,NO,38,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,24.85,955.75,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,298.2,ESTABLISHED,LOW,STANDARD
4282-MSACW,MALE,0,NO,NO,68,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),117.2,8035.95,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1406.4,LOYAL,HIGH,HIGH VALUE
4282-YMKNA,FEMALE,0,NO,NO,9,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.75,706.6,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,897,NEW CUSTOMER,MEDIUM,STANDARD
4283-FUTGF,MALE,1,NO,NO,19,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.85,1471.75,YES,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,958.2,DEVELOPING,MEDIUM,STANDARD
4283-IVYCI,MALE,0,NO,NO,9,MONTH-TO-MONTH,NO,MAILED CHECK,64.95,547.8,NO,YES,NO,DSL,YES,NO,NO,YES,NO,YES,779.4,NEW CUSTOMER,MEDIUM,STANDARD
4285-GYRQC,FEMALE,0,YES,NO,7,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.25,587.1,YES,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,1035,NEW CUSTOMER,HIGH,STANDARD
4289-DTDKW,MALE,0,YES,NO,40,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,101.3,4113.1,YES,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1215.6,ESTABLISHED,HIGH,HIGH VALUE
4290-BSXUX,MALE,0,YES,NO,3,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),79.65,251.75,YES,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,955.8,NEW CUSTOMER,MEDIUM,STANDARD
4291-HPAXL,MALE,0,NO,YES,1,MONTH-TO-MONTH,NO,MAILED CHECK,19.85,19.85,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,238.2,NEW CUSTOMER,LOW,STANDARD
4291-HYEBC,FEMALE,1,YES,YES,28,ONE YEAR,YES,ELECTRONIC CHECK,39.1,1096.6,NO,NO,NO PHONE SERVICE,DSL,NO,YES,NO,NO,NO,YES,469.2,ESTABLISHED,LOW,STANDARD
4291-SHSBH,MALE,0,NO,NO,7,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.55,521.35,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,834.6,NEW CUSTOMER,MEDIUM,STANDARD
4291-TPNFG,MALE,0,YES,NO,72,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),82.3,5980.55,NO,YES,YES,DSL,YES,YES,YES,YES,NO,YES,987.6,LOYAL,HIGH,HIGH VALUE
4291-YZODP,FEMALE,0,NO,YES,7,ONE YEAR,NO,MAILED CHECK,20.05,96.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,240.6,NEW CUSTOMER,LOW,STANDARD
4293-ETKAP,FEMALE,0,YES,YES,65,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),79.4,5071.9,NO,YES,YES,DSL,NO,YES,NO,YES,YES,YES,952.8,LOYAL,MEDIUM,STANDARD
4295-YURET,FEMALE,1,YES,YES,56,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),72.6,4084.35,NO,YES,NO,DSL,YES,NO,NO,YES,YES,YES,871.2,LOYAL,MEDIUM,STANDARD
4298-OYIFC,MALE,0,YES,NO,15,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,103.45,1539.8,NO,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,1241.4,DEVELOPING,HIGH,STANDARD
4299-OPXEJ,FEMALE,0,NO,NO,56,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),19.55,1080.55,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,234.6,LOYAL,LOW,STANDARD
4299-SIMNS,MALE,0,NO,NO,9,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.15,784.45,NO,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,973.8,NEW CUSTOMER,HIGH,STANDARD
4301-VVZKA,MALE,0,YES,NO,16,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.4,1189.4,NO,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,904.8,DEVELOPING,MEDIUM,STANDARD
4302-ZYFEL,MALE,0,YES,YES,69,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),20.55,1403.1,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,246.6,LOYAL,LOW,STANDARD
4304-TSPVK,FEMALE,0,YES,NO,68,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),114.9,7843.55,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1378.8,LOYAL,HIGH,HIGH VALUE
4304-XUMGI,MALE,1,YES,YES,50,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),75.15,3822.45,NO,YES,YES,DSL,YES,YES,YES,NO,NO,YES,901.8,LOYAL,MEDIUM,STANDARD
4307-KTUMW,MALE,0,YES,NO,53,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,93.9,5029.2,YES,YES,YES,FIBER OPTIC,YES,NO,YES,NO,NO,YES,1126.8,LOYAL,HIGH,HIGH VALUE
4307-KWMXE,MALE,0,NO,NO,10,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,35.75,389.8,NO,NO,NO PHONE SERVICE,DSL,NO,YES,NO,YES,NO,NO,429,NEW CUSTOMER,LOW,STANDARD
